0.0175703	0.0124247	0.032505	0.0242219	0.00363956	0.864583	0.0139307	0.00790663	0.00363956	0.0195783	
0.4464	0.165877	0.0412999	0.0634168	0.079666	0.000225683	0.0182803	0.0880162	0.000225683	0.0965922	
0.241117	0.194416	0.0208122	0.187817	0.142132	0.00152284	0.0314721	0.0786802	0.00152284	0.100508	
0.16315	0.218003	0.021097	0.0703235	0.274262	0.00421941	0.0421941	0.106892	0.00140647	0.0984529	
0.442478	0.165782	0.019469	0.0277286	0.0513274	0.000589971	0.0495575	0.130383	0.00294985	0.109735	
0.233837	0.209668	0.0332326	0.106344	0.119637	0.00422961	0.0356495	0.117221	0.00060423	0.139577	
0.319283	0.204484	0.0529148	0.0502242	0.0529148	0.00269058	0.0313901	0.0959641	0.00807175	0.182063	
0.00884956	0.0132743	0.0707965	0.0265487	0.00442478	0.681416	0.0973451	0.00442478	0.0663717	0.0265487	
0.321637	0.239766	0.0175439	0.0409357	0.146199	0.00584795	0.0467836	0.0555556	0.00292398	0.122807	
0.257703	0.252101	0.0448179	0.0168067	0.117647	0.00280112	0.0728291	0.103641	0.00280112	0.128852	
0.389389	0.0690691	0.004004	0.0680681	0.285285	0.001001	0.048048	0.0650651	0.001001	0.0690691	
0.214622	0.0556633	0.00747715	0.0102465	0.0188313	0.00304625	0.0786486	0.384104	0.0102465	0.217114	
0.210526	0.125	0.0197368	0.0526316	0.0789474	0.00657895	0.0394737	0.177632	0.0131579	0.276316	
0.197232	0.103806	0.0519031	0.0899654	0.242215	0.00346021	0.0865052	0.0276817	0.0865052	0.110727	
0.395077	0.258222	0.0606832	0.0379801	0.0358583	0.000212179	0.0763845	0.0496499	0.000212179	0.0857203	
0.223776	0.447552	0.020979	0.00699301	0.0629371	0.00699301	0.0979021	0.0979021	0.00699301	0.027972	
0.205628	0.23557	0.018759	0.0277778	0.14899	0.000721501	0.0804473	0.114358	0.00036075	0.167388	
0.234913	0.24788	0.0219451	0.112718	0.206983	0.00149626	0.0478803	0.0543641	0.000498753	0.0713217	
0.266278	0.183673	0.150632	0.177843	0.0981535	0.0456754	0.00680272	0.04276	0.00194363	0.0262391	
0.317609	0.324405	0.0319808	0.0363782	0.0581651	0.00019988	0.0345793	0.0885469	0.00019988	0.107935	
0.496694	0.176246	0.0361139	0.0116989	0.226602	0.000508647	0.00356053	0.0208545	0.000508647	0.0272126	
0.0885942	0.249072	0.479576	0.0214854	0.0188329	0.000265252	0.0806366	0.0254642	0.00557029	0.030504	
0.128455	0.211382	0.0878049	0.0878049	0.0796748	0.0211382	0.0796748	0.0878049	0.143089	0.0731707	
0.232229	0.216468	0.0144741	0.0649727	0.19138	0.00160823	0.0366677	0.125442	0.000321647	0.116436	
0.0227273	0.204545	0.113636	0.0681818	0.0227273	0.0454545	0.0681818	0.318182	0.0454545	0.0909091	
0.172563	0.11769	0.0115523	0.119134	0.341516	0.000722022	0.0404332	0.0490975	0.0144404	0.132852	
0.13245	0.207506	0.0320088	0.0187638	0.0960265	0.00110375	0.0717439	0.192053	0.00220751	0.246137	
0.2544	0.18048	0.05792	0.152	0.07936	0.00032	0.02016	0.13728	0.00128	0.1168	
0.283068	0.249722	0.0159318	0.023342	0.163023	0.000370508	0.0177844	0.0929974	0.000741015	0.15302	
0.268153	0.190373	0.0606473	0.0250204	0.0772369	0.0421539	0.0644547	0.166168	0.00271961	0.103073	
0.222294	0.193875	0.020244	0.0796782	0.22463	0.00103815	0.0419154	0.12367	0.000389307	0.0922658	
0.0347432	0.0422961	0.00453172	0.00151057	0.021148	0.577039	0.216012	0.0151057	0.0619335	0.0256798	
0.00393701	0.00131234	0.0183727	0.0170604	0.00131234	0.89895	0.0393701	0.0104987	0.00393701	0.00524934	
0.238532	0.431193	0.0366972	0.0779817	0.0642202	0.0137615	0.0412844	0.0412844	0.00917431	0.0458716	
0.0908184	0.471058	0.0379242	0.011976	0.0494012	0.000499002	0.0314371	0.0813373	0.00598802	0.219561	
0.194969	0.371069	0.0880503	0.0943396	0.0251572	0.00628931	0.0125786	0.0566038	0.00628931	0.144654	
0.238582	0.35078	0.0353191	0.02	0.090922	0.000141844	0.0516312	0.101702	0.000283688	0.110638	
0.295918	0.163265	0.0204082	0.156463	0.0816327	0.00680272	0.047619	0.173469	0.00340136	0.0510204	
0.144701	0.341712	0.0298913	0.0169837	0.264266	0.000679348	0.0441576	0.0720109	0.0108696	0.0747283	
0.469758	0.163306	0.00604839	0.0383065	0.149194	0.00201613	0.00604839	0.078629	0.00403226	0.0826613	
0.254936	0.156366	0.0120172	0.00400572	0.060372	0.000572246	0.0555079	0.16309	0.000715308	0.292418	
0.248762	0.14604	0.0049505	0.0891089	0.0730198	0.00123762	0.00123762	0.219059	0.00247525	0.214109	
0.349586	0.153634	0.0101196	0.125115	0.0791168	0.000919963	0.0229991	0.113155	0.00827967	0.137075	
0.393701	0.240157	0.0551181	0.0826772	0.019685	0.00393701	0.00393701	0.0551181	0.00393701	0.141732	
0.161365	0.277735	0.0550815	0.0488751	0.0411171	0.000775795	0.137316	0.131109	0.00155159	0.145074	
0.152036	0.290712	0.0248092	0.000636132	0.0152672	0.000636132	0.117048	0.166031	0.000636132	0.232188	
0.259259	0.037037	0.135802	0.0123457	0.0740741	0.0246914	0.0493827	0.296296	0.0123457	0.0987654	
0.390644	0.205954	0.0121507	0.0176185	0.0334143	0.00303767	0.0479951	0.144593	0.00121507	0.143378	
0.201126	0.137942	0.0121989	0.037848	0.0850798	0.00688145	0.101658	0.177979	0.00375352	0.235533	
0.35012	0.0143885	0.0455635	0.16307	0.306954	0.0311751	0.0239808	0.0551559	0.00239808	0.00719424	
0.390374	0.145913	0.0244461	0.026738	0.0328495	0.000763942	0.00687548	0.139801	0.000763942	0.231474	
