0.0450775	0.0057912	0.0100172	0.00438253	0.0151823	0.0117389	0.0230083	0.00610424	0.0173736	0.0435123	0.0181562	0.0122085	0.0140867	0.0065738	0.766787	
0.023622	0.0317421	0.023622	0.115157	0.0344488	0.310778	0.054626	0.0846457	0.00787402	0.151083	0.00688976	0.134843	0.0189469	0.000738189	0.000984252	
0.0680597	0.143284	0.00238806	0.0907463	0.0949254	0.10209	0.0686567	0.17791	0.00716418	0.0823881	0.00895522	0.0913433	0.0477612	0.00835821	0.00597015	
0.029321	0.0817901	0.0262346	0.192901	0.0833333	0.103395	0.148148	0.125	0.00925926	0.0447531	0.00462963	0.0601852	0.0725309	0.0123457	0.00617284	
0.0173103	0.0905459	0.0346205	0.0705726	0.0525965	0.227696	0.116511	0.146471	0.00133156	0.0725699	0.0139814	0.114514	0.0359521	0.000665779	0.00466045	
0.0306462	0.0632911	0.0186542	0.0919387	0.0846103	0.134577	0.0772818	0.162558	0.0186542	0.0932712	0.0106596	0.105263	0.103931	0.00199867	0.00266489	
0.0672515	0.0701754	0.00292398	0.0350877	0.0974659	0.180312	0.0604288	0.185185	0.00389864	0.121832	0.0321637	0.0984405	0.042885	0.000974659	0.000974659	
0.0268817	0.00537634	0.0268817	0.00537634	0.107527	0.00537634	0.00537634	0.00537634	0.139785	0.0322581	0.0322581	0.00537634	0.0483871	0.016129	0.537634	
0.0160772	0.0514469	0.0160772	0.0643087	0.0321543	0.292605	0.0610932	0.0836013	0.0257235	0.0385852	0.0450161	0.128617	0.138264	0.00321543	0.00321543	
0.0151057	0.0966767	0.0120846	0.0906344	0.10574	0.193353	0.108761	0.135952	0.0060423	0.021148	0.0060423	0.138973	0.0513595	0.0151057	0.00302115	
0.0371179	0.0982533	0.0709607	0.197598	0.0163755	0.311135	0.040393	0.0949782	0.00655022	0.0163755	0.00327511	0.0305677	0.0709607	0.0010917	0.00436681	
0.00901191	0.0354039	0.0421629	0.00193112	0.0312198	0.104281	0.0962343	0.0605085	0.00193112	0.0289668	0.0321854	0.472803	0.0782105	0.00160927	0.00354039	
0.028777	0.0359712	0.0431655	0.057554	0.158273	0.100719	0.122302	0.0647482	0.00719424	0.0719424	0.122302	0.0503597	0.122302	0.00719424	0.00719424	
0.0756972	0.0717131	0.00796813	0.12749	0.14741	0.0557769	0.0876494	0.0996016	0.0199203	0.163347	0.0318725	0.0318725	0.0717131	0.00398406	0.00398406	
0.0425482	0.0181353	0.0111602	0.0348756	0.0934666	0.290165	0.0744013	0.139502	0.00720763	0.153918	0.00395257	0.0332481	0.0962567	0.000697512	0.000465008	
0.0153846	0.1	0.0230769	0.0615385	0.0307692	0.215385	0.1	0.276923	0.0153846	0.0846154	0.00769231	0.00769231	0.0461538	0.00769231	0.00769231	
0.0104839	0.0794355	0.0104839	0.109274	0.0931452	0.102823	0.106048	0.204032	0.0177419	0.0467742	0.0237903	0.0721774	0.122984	0.000403226	0.000403226	
0.0488225	0.150488	0.0166571	0.148191	0.0717978	0.104538	0.0488225	0.135554	0.0097645	0.144744	0.0109133	0.0695003	0.0292935	0.00229753	0.00861574	
0.0621651	0.0621651	0.0139335	0.0846731	0.0160772	0.153269	0.0578778	0.0621651	0.0300107	0.335477	0.00321543	0.0439443	0.0353698	0.00107181	0.0385852	
0.0142539	0.0766147	0.0144766	0.0420935	0.0610245	0.194655	0.109577	0.191537	0.0113586	0.144989	0.000668151	0.0458797	0.0906459	0.000222717	0.00200445	
0.0128599	0.124406	0.010903	0.178362	0.00251607	0.346659	0.0220855	0.144814	0.00335477	0.132234	0.00111826	0.0134191	0.00642997	0.000279564	0.000559128	
0.0324149	0.0243112	0.00875203	0.0136143	0.0531605	0.0534846	0.0583468	0.204862	0.0126418	0.13517	0.000972447	0.00777958	0.0878444	0.120908	0.185737	
0.0619308	0.0346084	0.0400729	0.0510018	0.0327869	0.0983607	0.0637523	0.153005	0.0510018	0.169399	0.0856102	0.0309654	0.0473588	0.0510018	0.0291439	
0.00815892	0.100035	0.0439872	0.14828	0.0546293	0.137992	0.102873	0.171692	0.0156084	0.0336999	0.0251862	0.0546293	0.1011	0.00177368	0.000354736	
0.0434783	0.0217391	0.0869565	0.0869565	0.195652	0.0217391	0.0217391	0.130435	0.0217391	0.0652174	0.0434783	0.130435	0.0869565	0.0217391	0.0217391	
0.0558952	0.20524	0.0148472	0.146725	0.0532751	0.131004	0.0585153	0.130131	0.0323144	0.0515284	0.00349345	0.0663755	0.0471616	0.00262009	0.000873362	
0.0294118	0.0526961	0.0134804	0.0710784	0.139706	0.0821078	0.0906863	0.14951	0.0183824	0.0526961	0.0919118	0.060049	0.144608	0.00122549	0.00245098	
0.0692501	0.0864729	0.0322928	0.10226	0.0566918	0.191604	0.074991	0.0914962	0.0100466	0.119483	0.0322928	0.0678149	0.058127	0.00358809	0.00358809	
0.0372036	0.121423	0.0237122	0.0960752	0.110793	0.140229	0.0862633	0.228536	0.0110384	0.0318888	0.0163532	0.0588716	0.0367948	0.000408831	0.000408831	
0.0156204	0.0453876	0.0471559	0.0527557	0.0524609	0.168582	0.0627763	0.111701	0.0757442	0.127321	0.0156204	0.106396	0.0981432	0.0159151	0.00442087	
0.0618826	0.0772807	0.0294887	0.207292	0.0350087	0.105171	0.100232	0.179983	0.0191749	0.0398024	0.0200465	0.0534573	0.0688553	0.00174317	0.000581058	
0.103647	0.0115163	0.059501	0.0134357	0.0153551	0.049904	0.0671785	0.0633397	0.0671785	0.00383877	0.0364683	0.0115163	0.024952	0.0345489	0.43762	
0.0541958	0.0157343	0.0192308	0.00174825	0.00174825	0.00174825	0.00524476	0.00174825	0.0314685	0.0314685	0.00174825	0.0157343	0.00874126	0.00699301	0.802448	
0.0241546	0.0434783	0.0338164	0.0869565	0.0628019	0.144928	0.0966184	0.21256	0.00483092	0.130435	0.0193237	0.00966184	0.10628	0.00483092	0.0193237	
0.00596206	0.00758808	0.00596206	0.0617886	0.315989	0.0612466	0.0498645	0.196206	0.0097561	0.101897	0.0444444	0.0260163	0.110569	0.00108401	0.00162602	
0.0397351	0.0397351	0.00662252	0.13245	0.251656	0.172185	0.0198675	0.125828	0.00662252	0.0529801	0.013245	0.0397351	0.0728477	0.0198675	0.00662252	
0.0146572	0.064933	0.0072498	0.0679275	0.0652482	0.099606	0.110638	0.269504	0.0176517	0.104019	0.0124507	0.0613081	0.101497	0.00236407	0.000945626	
0.0553506	0.0738007	0.0442804	0.0295203	0.0221402	0.199262	0.0922509	0.136531	0.00738007	0.0701107	0.0553506	0.099631	0.099631	0.0110701	0.00369004	
0.0280728	0.030349	0.00455235	0.217754	0.0455235	0.0758725	0.124431	0.296662	0.0204856	0.0440061	0.00531108	0.0197269	0.0834598	0.000758725	0.0030349	
0.00434783	0.076087	0.0108696	0.143478	0.076087	0.365217	0.023913	0.1	0.00869565	0.0413043	0.0152174	0.0565217	0.0717391	0.00217391	0.00434783	
0.00389294	0.0515815	0.0342255	0.0428224	0.115166	0.16837	0.0794809	0.115328	0.00729927	0.0340633	0.070884	0.20146	0.0726683	0.00178427	0.000973236	
0.0163711	0.125512	0.0600273	0.0395634	0.178718	0.214188	0.0927694	0.0723056	0.00682128	0.0136426	0.0395634	0.0982265	0.0286494	0.00682128	0.00682128	
