@RELATION neu_predicate

@ATTRIBUTE f1 numeric
@ATTRIBUTE f2 numeric
@ATTRIBUTE f3 numeric
@ATTRIBUTE f4 numeric
@ATTRIBUTE f5 numeric
@ATTRIBUTE f6 numeric
@ATTRIBUTE f7 numeric
@ATTRIBUTE f8 numeric
@ATTRIBUTE f9 numeric
@ATTRIBUTE f10 numeric
@ATTRIBUTE f11 numeric
@ATTRIBUTE f12 numeric
@ATTRIBUTE f13 numeric
@ATTRIBUTE f14 numeric
@ATTRIBUTE f15 numeric
@ATTRIBUTE f16 numeric
@ATTRIBUTE f17 numeric
@ATTRIBUTE f18 numeric
@ATTRIBUTE f19 numeric
@ATTRIBUTE f20 numeric
@ATTRIBUTE f21 numeric
@ATTRIBUTE f22 numeric
@ATTRIBUTE f23 numeric
@ATTRIBUTE f24 numeric
@ATTRIBUTE f25 numeric
@ATTRIBUTE f26 numeric
@ATTRIBUTE f27 numeric
@ATTRIBUTE f28 numeric
@ATTRIBUTE f29 numeric
@ATTRIBUTE f30 numeric
@ATTRIBUTE f31 numeric
@ATTRIBUTE f32 numeric
@ATTRIBUTE f33 numeric
@ATTRIBUTE f34 numeric
@ATTRIBUTE f35 numeric
@ATTRIBUTE f36 numeric
@ATTRIBUTE f37 numeric
@ATTRIBUTE f38 numeric
@ATTRIBUTE f39 numeric
@ATTRIBUTE f40 numeric
@ATTRIBUTE f41 numeric
@ATTRIBUTE f42 numeric
@ATTRIBUTE f43 numeric
@ATTRIBUTE f44 numeric
@ATTRIBUTE f45 numeric
@ATTRIBUTE f46 numeric
@ATTRIBUTE f47 numeric
@ATTRIBUTE f48 numeric
@ATTRIBUTE f49 numeric
@ATTRIBUTE f50 numeric
@ATTRIBUTE f51 numeric
@ATTRIBUTE f52 numeric
@ATTRIBUTE f53 numeric
@ATTRIBUTE f54 numeric
@ATTRIBUTE f55 numeric
@ATTRIBUTE f56 numeric
@ATTRIBUTE f57 numeric
@ATTRIBUTE f58 numeric
@ATTRIBUTE f59 numeric
@ATTRIBUTE f60 numeric
@ATTRIBUTE f61 numeric
@ATTRIBUTE f62 numeric
@ATTRIBUTE f63 numeric
@ATTRIBUTE f64 numeric
@ATTRIBUTE f65 numeric
@ATTRIBUTE f66 numeric
@ATTRIBUTE f67 numeric
@ATTRIBUTE f68 numeric
@ATTRIBUTE f69 numeric
@ATTRIBUTE f70 numeric
@ATTRIBUTE f71 numeric
@ATTRIBUTE f72 numeric
@ATTRIBUTE f73 numeric
@ATTRIBUTE f74 numeric
@ATTRIBUTE f75 numeric
@ATTRIBUTE f76 numeric
@ATTRIBUTE f77 numeric
@ATTRIBUTE f78 numeric
@ATTRIBUTE f79 numeric
@ATTRIBUTE f80 numeric
@ATTRIBUTE f81 numeric
@ATTRIBUTE f82 numeric
@ATTRIBUTE f83 numeric
@ATTRIBUTE f84 numeric
@ATTRIBUTE f85 numeric
@ATTRIBUTE f86 numeric
@ATTRIBUTE f87 numeric
@ATTRIBUTE f88 numeric
@ATTRIBUTE f89 numeric
@ATTRIBUTE f90 numeric
@ATTRIBUTE f91 numeric
@ATTRIBUTE f92 numeric
@ATTRIBUTE f93 numeric
@ATTRIBUTE f94 numeric
@ATTRIBUTE f95 numeric
@ATTRIBUTE f96 numeric
@ATTRIBUTE f97 numeric
@ATTRIBUTE f98 numeric
@ATTRIBUTE f99 numeric
@ATTRIBUTE f100 numeric
@ATTRIBUTE f101 numeric
@ATTRIBUTE f102 numeric
@ATTRIBUTE f103 numeric
@ATTRIBUTE f104 numeric
@ATTRIBUTE f105 numeric
@ATTRIBUTE f106 numeric
@ATTRIBUTE f107 numeric
@ATTRIBUTE f108 numeric
@ATTRIBUTE f109 numeric
@ATTRIBUTE f110 numeric
@ATTRIBUTE f111 numeric
@ATTRIBUTE f112 numeric
@ATTRIBUTE f113 numeric
@ATTRIBUTE f114 numeric
@ATTRIBUTE f115 numeric
@ATTRIBUTE f116 numeric
@ATTRIBUTE f117 numeric
@ATTRIBUTE f118 numeric
@ATTRIBUTE f119 numeric
@ATTRIBUTE f120 numeric
@ATTRIBUTE f121 numeric
@ATTRIBUTE f122 numeric
@ATTRIBUTE f123 numeric
@ATTRIBUTE f124 numeric
@ATTRIBUTE f125 numeric
@ATTRIBUTE f126 numeric
@ATTRIBUTE f127 numeric
@ATTRIBUTE f128 numeric
@ATTRIBUTE f129 numeric
@ATTRIBUTE f130 numeric
@ATTRIBUTE f131 numeric
@ATTRIBUTE f132 numeric
@ATTRIBUTE f133 numeric
@ATTRIBUTE f134 numeric
@ATTRIBUTE f135 numeric
@ATTRIBUTE f136 numeric
@ATTRIBUTE f137 numeric
@ATTRIBUTE f138 numeric
@ATTRIBUTE f139 numeric
@ATTRIBUTE f140 numeric
@ATTRIBUTE f141 numeric
@ATTRIBUTE f142 numeric
@ATTRIBUTE f143 numeric
@ATTRIBUTE f144 numeric
@ATTRIBUTE f145 numeric
@ATTRIBUTE f146 numeric
@ATTRIBUTE f147 numeric
@ATTRIBUTE f148 numeric
@ATTRIBUTE f149 numeric
@ATTRIBUTE f150 numeric
@ATTRIBUTE f151 numeric
@ATTRIBUTE f152 numeric
@ATTRIBUTE f153 numeric
@ATTRIBUTE f154 numeric
@ATTRIBUTE f155 numeric
@ATTRIBUTE f156 numeric
@ATTRIBUTE f157 numeric
@ATTRIBUTE f158 numeric
@ATTRIBUTE f159 numeric
@ATTRIBUTE f160 numeric
@ATTRIBUTE f161 numeric
@ATTRIBUTE f162 numeric
@ATTRIBUTE f163 numeric
@ATTRIBUTE f164 numeric
@ATTRIBUTE f165 numeric
@ATTRIBUTE f166 numeric
@ATTRIBUTE f167 numeric
@ATTRIBUTE f168 numeric
@ATTRIBUTE f169 numeric
@ATTRIBUTE f170 numeric
@ATTRIBUTE f171 numeric
@ATTRIBUTE f172 numeric
@ATTRIBUTE f173 numeric
@ATTRIBUTE f174 numeric
@ATTRIBUTE f175 numeric
@ATTRIBUTE f176 numeric
@ATTRIBUTE f177 numeric
@ATTRIBUTE f178 numeric
@ATTRIBUTE f179 numeric
@ATTRIBUTE f180 numeric
@ATTRIBUTE f181 numeric
@ATTRIBUTE f182 numeric
@ATTRIBUTE f183 numeric
@ATTRIBUTE f184 numeric
@ATTRIBUTE f185 numeric
@ATTRIBUTE f186 numeric
@ATTRIBUTE f187 numeric
@ATTRIBUTE f188 numeric
@ATTRIBUTE f189 numeric
@ATTRIBUTE f190 numeric
@ATTRIBUTE f191 numeric
@ATTRIBUTE f192 numeric
@ATTRIBUTE f193 numeric
@ATTRIBUTE f194 numeric
@ATTRIBUTE f195 numeric
@ATTRIBUTE f196 numeric
@ATTRIBUTE f197 numeric
@ATTRIBUTE f198 numeric
@ATTRIBUTE f199 numeric
@ATTRIBUTE f200 numeric
@ATTRIBUTE f201 numeric
@ATTRIBUTE f202 numeric
@ATTRIBUTE f203 numeric
@ATTRIBUTE f204 numeric
@ATTRIBUTE f205 numeric
@ATTRIBUTE f206 numeric
@ATTRIBUTE f207 numeric
@ATTRIBUTE f208 numeric
@ATTRIBUTE f209 numeric
@ATTRIBUTE f210 numeric
@ATTRIBUTE f211 numeric
@ATTRIBUTE f212 numeric
@ATTRIBUTE f213 numeric
@ATTRIBUTE f214 numeric
@ATTRIBUTE f215 numeric
@ATTRIBUTE f216 numeric
@ATTRIBUTE f217 numeric
@ATTRIBUTE f218 numeric
@ATTRIBUTE f219 numeric
@ATTRIBUTE f220 numeric
@ATTRIBUTE f221 numeric
@ATTRIBUTE f222 numeric
@ATTRIBUTE f223 numeric
@ATTRIBUTE f224 numeric
@ATTRIBUTE f225 numeric
@ATTRIBUTE f226 numeric
@ATTRIBUTE f227 numeric
@ATTRIBUTE f228 numeric
@ATTRIBUTE f229 numeric
@ATTRIBUTE f230 numeric
@ATTRIBUTE f231 numeric
@ATTRIBUTE f232 numeric
@ATTRIBUTE f233 numeric
@ATTRIBUTE f234 numeric
@ATTRIBUTE f235 numeric
@ATTRIBUTE f236 numeric
@ATTRIBUTE f237 numeric
@ATTRIBUTE f238 numeric
@ATTRIBUTE f239 numeric
@ATTRIBUTE f240 numeric
@ATTRIBUTE f241 numeric
@ATTRIBUTE f242 numeric
@ATTRIBUTE f243 numeric
@ATTRIBUTE f244 numeric
@ATTRIBUTE f245 numeric
@ATTRIBUTE f246 numeric
@ATTRIBUTE f247 numeric
@ATTRIBUTE f248 numeric
@ATTRIBUTE f249 numeric
@ATTRIBUTE f250 numeric
@ATTRIBUTE f251 numeric
@ATTRIBUTE f252 numeric
@ATTRIBUTE f253 numeric
@ATTRIBUTE f254 numeric
@ATTRIBUTE f255 numeric
@ATTRIBUTE f256 numeric
@ATTRIBUTE f257 numeric
@ATTRIBUTE f258 numeric
@ATTRIBUTE f259 numeric
@ATTRIBUTE f260 numeric
@ATTRIBUTE f261 numeric
@ATTRIBUTE f262 numeric
@ATTRIBUTE f263 numeric
@ATTRIBUTE f264 numeric
@ATTRIBUTE f265 numeric
@ATTRIBUTE f266 numeric
@ATTRIBUTE f267 numeric
@ATTRIBUTE f268 numeric
@ATTRIBUTE f269 numeric
@ATTRIBUTE f270 numeric
@ATTRIBUTE f271 numeric
@ATTRIBUTE f272 numeric
@ATTRIBUTE f273 numeric
@ATTRIBUTE f274 numeric
@ATTRIBUTE f275 numeric
@ATTRIBUTE f276 numeric
@ATTRIBUTE f277 numeric
@ATTRIBUTE f278 numeric
@ATTRIBUTE f279 numeric
@ATTRIBUTE f280 numeric
@ATTRIBUTE f281 numeric
@ATTRIBUTE f282 numeric
@ATTRIBUTE f283 numeric
@ATTRIBUTE f284 numeric
@ATTRIBUTE f285 numeric
@ATTRIBUTE f286 numeric
@ATTRIBUTE f287 numeric
@ATTRIBUTE f288 numeric
@ATTRIBUTE f289 numeric
@ATTRIBUTE f290 numeric
@ATTRIBUTE f291 numeric
@ATTRIBUTE f292 numeric
@ATTRIBUTE f293 numeric
@ATTRIBUTE f294 numeric
@ATTRIBUTE f295 numeric
@ATTRIBUTE f296 numeric
@ATTRIBUTE f297 numeric
@ATTRIBUTE f298 numeric
@ATTRIBUTE f299 numeric
@ATTRIBUTE f300 numeric
@ATTRIBUTE class {0, 1}

@DATA
0.0176621,0.0102307,0.00874839,0.0375256,-0.0158894,-0.0057234,0.0196313,-0.0337156,0.0358854,0.0298059,-0.00427573,-0.044349,-0.00707544,0.0137024,-0.0408081,0.0261972,0.0219678,0.0437593,0.0100279,-0.0263926,0.00109495,0.0220654,0.020206,-0.0100616,0.020993,-0.00622274,-0.0229387,0.0151146,0.0165076,-0.0124856,-0.0135627,0.0116366,-0.0126073,-0.0044187,0.00260311,-0.00698112,0.0193121,-0.0101748,0.0083638,0.0277432,0.0405752,-0.0286677,0.042315,-0.0103763,-0.00976843,-0.00905469,-0.0172257,0.00898919,-0.00271316,0.0107513,-0.0101712,0.0213998,-0.00640063,-0.00237761,0.00325904,0.00321411,-0.0162099,-0.0235697,0.0154745,-0.0295319,-0.0133028,0.027078,-0.0253078,-0.0228546,-0.00138617,0.00225346,-0.0203793,0.0213892,-0.0172052,0.0285962,0.0153915,0.00965196,0.0239004,0.00749846,-0.0509689,-0.0217282,0.0129817,0.0258636,0.0194903,0.0454315,0.00702018,-0.0156521,0.0157948,-0.0100952,-0.0146284,-0.011719,-0.04011,0.0442645,0.0132665,0.00984576,0.0182011,0.0194513,-0.0284285,-0.0303318,-0.0278639,-0.0237108,0.0211728,0.0172773,0.00206764,-0.0251606,-0.0289308,-0.0117382,0.0179969,0.00413292,-0.00875855,-0.022824,0.000770518,-0.0138402,0.0165913,-0.0220832,-0.0119688,-0.00523692,0.00207614,-0.0055548,0.0346798,-0.00149421,0.0180656,-0.0116963,0.0261562,0.0222557,-0.0342669,0.00579395,-0.0190734,0.0265933,-0.0125664,-0.0110922,-0.0175178,-0.017098,0.000942051,0.0153194,-0.0238135,-0.0406013,-0.027957,0.000413411,-0.00962582,-0.0184323,0.0148866,0.0142127,-0.00279129,0.0327923,0.0183889,-0.0240715,0.00450934,-0.00595283,0.0042335,0.0155059,-0.02246,-0.0212961,-0.0206978,-0.0206932,0.0305211,0.0222427,-0.0301781,0.0273044,-0.00938424,-0.00302389,-0.0150517,-0.030939,-0.0277653,-0.0161933,-0.00841452,0.0326291,0.0173653,0.0104691,0.0138222,-0.0383097,0.0205079,-0.0200448,0.00588595,-0.0111048,-0.0278929,-0.00810419,-0.00543459,-0.0317687,-0.0111684,0.00123405,0.0236911,-0.0210113,-0.011709,0.00269388,-0.0317797,-0.0261486,0.013589,0.00453879,-0.0150382,-0.00966714,-0.0146796,0.0111775,0.0276696,0.00413172,0.0114409,0.00982298,0.0145633,0.000379598,-0.0131189,0.0138658,-0.00212951,0.00408742,-0.0314764,-0.0291078,-0.00617743,0.0176787,-0.0136226,-0.0105848,0.0121921,-0.0201495,-0.0229588,-0.000958424,0.00789214,-0.0107775,-0.0123468,0.0197384,-0.0120533,0.00916485,-0.0315579,0.00705573,0.0269621,0.00529969,-0.0433678,0.00105102,-0.00377419,0.0118813,0.00217529,-0.00843988,0.0206389,-0.0225377,0.0184003,0.00476302,0.00122208,-0.00661198,0.00554571,-0.00910779,-0.000530061,0.00323655,0.0208811,-0.00212227,-0.0069014,-0.0220489,0.0225578,0.0104461,0.0158912,-0.00162947,-0.0172494,-0.0395523,-0.00709302,0.0169158,0.00725138,0.00919049,0.00198153,-0.0234651,0.00133607,0.0229947,0.0265682,0.0340224,0.0170556,-0.010811,0.00625625,0.0102629,-0.0283482,-0.0182841,-0.0102908,-0.00878364,-0.0194403,0.0173042,0.0171185,0.0396345,0.00653445,-0.00541141,-0.0340466,-0.00129191,0.011436,0.0342352,0.0420514,0.0116064,0.0309697,-0.0310392,-0.0310578,-0.0333297,-0.0198798,-0.010354,0.019672,-0.0102171,0.00814868,0.0293702,0.00539026,-0.00526638,-0.0321238,0.0032082,0.0102238,0.0269372,-0.0182821,0.0190552,-0.0500415,-0.00589501,-0.0252713,-0.0040163,0.00234792,-0.0116813,0.00818411,-0.0124718,0
0.0174288,0.0103404,0.0089856,0.0397673,-0.0174349,-0.00483609,0.0202742,-0.0299252,0.0347705,0.0302712,-0.00515852,-0.0478292,-0.00808642,0.00328104,-0.0425066,0.028548,0.0186084,0.0366332,0.00971868,-0.0339787,-0.00442888,0.0231739,0.0235135,-0.0107284,0.0121954,-0.00674628,-0.020239,0.0144406,0.0150296,-0.00956739,-0.0222898,0.0153618,-0.00620309,-0.00742123,0.000924781,-0.014283,0.0171877,-0.00268221,0.0153257,0.0300294,0.0297012,-0.0330456,0.0536125,-0.00623542,-0.0076437,-0.0054713,-0.0148827,0.00236203,-0.00622362,0.0190321,-0.0246783,0.0159524,-0.00248392,-0.00531406,0.00893982,0.00738452,-0.00403178,-0.0287859,0.0196978,-0.0287606,-0.0101374,0.0230935,-0.0268357,-0.0234486,7.2759e-05,-0.00666124,-0.0238306,0.0243206,-0.0199732,0.027687,0.0183938,0.0166633,0.0278528,0.0094287,-0.0596746,-0.0135673,0.0208322,0.0242495,0.018739,0.0331567,0.00455496,-0.0148026,0.0143163,-0.00727367,-0.0138884,-0.00991692,-0.0288591,0.0535628,0.0152687,0.00619099,0.00872937,0.0181675,-0.0307722,-0.0285498,-0.0254965,-0.0203799,0.0286741,0.0127433,0.00122367,-0.0147558,-0.0278124,-0.0157394,0.0131176,0.00329842,-0.00673032,-0.0169183,0.00220243,-0.0130903,0.0109709,-0.0255137,-0.0158933,-0.0101571,0.00254391,-0.00929136,0.034361,-0.00267639,0.0156673,-0.0120987,0.0207643,0.0141862,-0.0356452,0.00329648,-0.0182092,0.0220382,-0.00162593,-0.0136506,-0.0235115,-0.0141283,0.00125743,0.0125624,-0.0314852,-0.037418,-0.0237655,0.00721311,-0.0103476,-0.0107782,0.0128712,0.0196447,-0.00460525,0.0266354,0.0206616,-0.0333809,0.00728834,-0.00424202,0.00612299,0.0190401,-0.020323,-0.022328,-0.0176186,-0.0192967,0.0338607,0.0178475,-0.0354699,0.0290568,-0.00817131,-0.0130604,-0.0201147,-0.0283446,-0.0290416,-0.00302557,-0.00896232,0.0275321,0.0181957,0.0104279,0.0115903,-0.035312,0.0265985,-0.0210243,0.00471699,-0.00799269,-0.0383151,-0.00543547,-0.00184143,-0.0179023,-0.0184114,0.000332157,0.032577,-0.0295955,-0.00793687,0.00767494,-0.023015,-0.0241473,0.0128957,0.00551073,-0.00690227,-0.00842116,-0.0125549,0.00797529,0.0263235,0.00412911,0.0190536,-0.00257485,0.0126793,0.0043854,-0.0065614,0.0201606,-0.00189915,-0.00314387,-0.0318279,-0.0277025,-0.00390401,0.0185928,-0.0180512,-0.00644552,0.0140767,-0.0164846,-0.0179547,-0.000143062,0.00147265,-0.000368808,-0.0103699,0.0306386,-0.0195395,0.00652754,-0.0300282,0.00913238,0.0202492,0.00495608,-0.0389373,-0.00765145,-0.0120007,0.014082,0.00410001,-0.00457605,0.0235155,-0.0160205,0.0139281,0.0101906,-0.00671795,-0.0086278,0.0102544,-0.00762332,-0.00615706,0.00662064,0.022632,0.00704865,0.00160802,-0.0259805,0.0291544,0.0160205,0.0281807,0.00539298,-0.010727,-0.0395566,-0.00595541,0.00770769,0.00638542,0.0213796,0.00166255,-0.0251284,-0.00384363,0.0200688,0.0317229,0.0313876,0.0155217,-0.0217496,-0.000322223,0.00853389,-0.0196513,-0.0203926,-0.0131265,0.000326972,-0.0199907,0.0060146,0.0106448,0.0391279,0.00460812,-0.00733154,-0.0325964,-0.00240802,0.0109265,0.0396558,0.0433702,0.0157371,0.0312625,-0.0271882,-0.0265599,-0.035446,-0.0209263,-0.00136346,0.0168855,-0.0103354,0.00696152,0.0258973,0.00319123,-0.0100339,-0.0245843,0.00476171,0.00715375,0.0223315,-0.0152111,0.024294,-0.0420126,0.00205768,-0.0167606,-0.0106178,0.00206183,-0.0162347,0.00766955,-0.00424904,0
0.0308798,0.00626611,0.0172089,0.0421143,-0.0227697,-0.0100361,0.0301093,-0.0291031,0.0418212,0.034536,-0.0077909,-0.0496189,-0.00587049,0.0127245,-0.0574679,0.0335079,0.0278644,0.0512411,0.0115991,-0.0338825,-0.000462652,0.0318594,0.0352659,-0.0115484,0.0154737,-0.00756569,-0.0124825,0.0122495,0.0151144,-0.00765801,-0.0272924,0.0194469,-0.0133618,-0.0108136,0.00898312,-0.0199794,0.0302618,-0.00356408,0.0119101,0.0335467,0.0314495,-0.0328554,0.0595933,-0.014941,-0.00577423,0.00371863,-0.0251761,0.0078432,-0.00721209,0.0209327,-0.0304564,0.0209133,-0.00299874,0.00484987,0.00809096,-0.000808143,-0.00750451,-0.0336779,0.0125604,-0.0331772,-0.0126435,0.0175425,-0.0322314,-0.0193661,-0.000836621,0.00161034,-0.0211714,0.0210918,-0.023824,0.0318154,0.0218518,0.0179122,0.0195268,0.00955102,-0.0526745,-0.0227944,0.0103864,0.0235702,0.0201674,0.0472242,-0.00250163,-0.0146789,0.0175462,-0.0058082,-0.0270274,-0.0192219,-0.0427375,0.0553597,0.013786,0.00359035,0.0108815,0.0262139,-0.0285357,-0.0256481,-0.0394965,-0.0266184,0.0258728,0.0249949,-0.00158885,-0.0269172,-0.0327404,-0.0024032,0.0171655,0.0101564,-0.0171255,-0.0135268,0.00584396,-0.0176132,0.012641,-0.0257658,-0.0151103,-0.0140154,0.00407959,-0.000631154,0.0321126,-0.00354332,0.0226798,-0.0125912,0.0219072,0.0101025,-0.0323836,0.0135612,-0.0130803,0.0212949,-0.00558816,-0.0142362,-0.0261254,-0.0182587,-0.00239688,0.0102069,-0.0379497,-0.0399659,-0.0275283,0.00415129,-0.0135281,-0.0135729,0.0243636,0.0347536,-0.00805851,0.0205889,0.0319382,-0.0276448,0.00747587,-0.0153094,0.00649862,0.0286968,-0.0162923,-0.0377787,-0.0120485,-0.0165289,0.0249417,0.0267648,-0.0407117,0.0330689,-0.00480598,-0.0179091,-0.023238,-0.0302469,-0.0353603,-0.0149216,-0.00404361,0.0373113,0.0237484,0.015473,0.0204947,-0.0417848,0.0265065,-0.0242883,0.00288095,-0.000749885,-0.0228297,-0.00866153,0.00434463,-0.0213314,-0.0193458,0.002975,0.0167305,-0.0240535,-0.00817126,0.000411185,-0.0272463,-0.0226303,0.0168166,0.00477024,-0.0125842,-0.00856373,-0.0234896,0.000404878,0.0300736,-0.00289139,0.0176173,0.00250983,0.0170042,0.00781611,-0.00331331,0.0182467,0.0022426,0.00448327,-0.0377257,-0.0193454,-0.00894604,0.00711074,-0.0182454,-0.00498654,0.0276098,-0.0213755,-0.0211361,0.0100397,-0.0035504,0.00149774,-0.0103836,0.0283732,-0.00700001,-0.00142407,-0.0406919,0.00571679,0.0221054,0.009282,-0.0406935,-0.00446666,-0.00756774,0.0237007,0.000689629,-0.010366,0.0297083,-0.0144869,0.0107146,0.0079767,-0.00665844,-0.00858586,0.00995016,-0.0022506,-0.0135653,0.00270532,0.0370779,0.00155897,-0.00212989,-0.0290056,0.034723,0.0155547,0.0308126,0.00149709,-0.0248974,-0.0398596,-0.00777686,0.0173923,0.0138801,0.0104312,0.00515369,-0.022738,-0.00705599,0.0241105,0.0354843,0.035871,0.0117087,-0.0114518,0.00316805,0.0158089,-0.0239993,-0.0207307,-0.0224199,0.000787842,-0.0167669,0.0179302,0.0136868,0.045836,0.0165858,-0.000983367,-0.0305045,-0.0125429,0.00752271,0.0457652,0.0532914,0.0148458,0.0411984,-0.0294074,-0.0255109,-0.0338719,-0.0251111,-0.00675857,0.0231287,-0.0133791,0.00609587,0.0277977,0.00617207,-0.0178935,-0.0254266,0.00486908,0.00779035,0.0264422,-0.00913294,0.014863,-0.0525822,-0.00442007,-0.0238864,-0.00434836,0.0109848,-0.0158309,0.00537804,-0.0197289,0
0.0189641,0.0147195,0.0140744,0.0474144,-0.0237927,-0.0132752,0.0181823,-0.0259976,0.0240062,0.0347957,-0.0101488,-0.0518165,-0.0148806,0.00625744,-0.0447531,0.0358069,0.0191314,0.0467361,0.00747272,-0.0319721,-0.00469047,0.02352,0.0268555,-0.010465,0.013777,-0.00872618,-0.0255736,0.0160845,0.0133542,-0.00812513,-0.0159093,0.0164232,-0.00466807,-0.00966927,-0.00167199,-0.00840243,0.0183368,0.00225919,0.0185783,0.0262573,0.0311342,-0.03695,0.0585441,-0.00925,-0.00135166,-0.0067331,-0.0226861,-0.00170295,-0.000945528,0.0126479,-0.0341068,0.0241824,0.000293658,-2.28839e-05,0.00519029,0.00550579,-0.0144949,-0.0264585,0.0252369,-0.0361198,-0.0201589,0.0269171,-0.0290538,-0.0160393,0.00451451,-0.0104907,-0.025833,0.0210013,-0.0227073,0.0260894,0.0217354,0.0172257,0.0235196,0.00859796,-0.0651293,-0.0151591,0.0130862,0.0267364,0.0186368,0.0329717,-0.000903033,-0.0154292,0.00976634,-0.0133988,-0.0225401,-0.00701976,-0.0242562,0.0555398,0.010485,0.00222858,0.00973006,0.0237878,-0.0313632,-0.0257269,-0.0251131,-0.0219624,0.0219609,0.0177779,0.0127649,-0.0194037,-0.0355707,-0.00961745,0.0188886,0.000365627,-0.0108895,-0.00830328,-0.00119256,-0.00166034,0.00518917,-0.0231897,-0.022193,-0.0133011,0.0108159,-0.00953877,0.0291071,-0.00186516,0.0164144,-0.0143262,0.0115383,0.00902314,-0.0262531,0.00807586,-0.0219767,0.0188682,-0.00437392,-0.00582878,-0.0220224,-0.014447,0.0108313,0.00881394,-0.0364798,-0.0268873,-0.0281247,0.00549698,-0.0134968,-0.00100128,0.0152156,0.0184953,0.00556558,0.0298168,0.0317776,-0.0277265,0.00643354,-0.00669947,0.00630576,0.0176116,-0.02334,-0.0334764,-0.0175002,-0.0176738,0.0290819,0.00771519,-0.0385321,0.0252743,-0.00729765,-0.00947545,-0.0170362,-0.0191138,-0.026129,-0.00930379,-0.00514591,0.0302487,0.0189792,0.00938454,0.00983722,-0.0457003,0.0250274,-0.0175396,-0.00374693,-0.00140492,-0.034941,0.00284571,-0.00228764,-0.00867933,-0.0195445,0.0104976,0.034306,-0.0298937,0.000540982,0.00210405,-0.0211209,-0.024247,0.0184356,0.00745592,-0.0120129,-0.00065529,-0.0209303,0.00347464,0.0193287,0.00458714,0.0237978,-0.000903384,0.0135167,0.00488755,-0.000311418,0.0271148,-0.0090872,-0.00580526,-0.0302602,-0.0266763,-0.00852186,0.0130348,-0.0264044,-0.0128662,0.0194131,-0.0172586,-0.0137436,0.000736848,-0.00337408,0.00092718,-0.0108807,0.0293814,-0.0193797,-0.000696606,-0.0289925,0.000477554,0.0192455,-0.00026713,-0.0381949,0.000480473,-0.0092635,0.0182778,9.5036e-05,-0.00581047,0.0222038,-0.0190154,0.0118427,0.0112672,-0.00912566,-0.0117048,0.00678297,-0.00797562,-0.00644471,0.00894365,0.0221346,0.00410405,0.00392794,-0.0199619,0.0345344,0.012906,0.0286768,0.0109265,-0.0103779,-0.0354204,-0.0124288,0.0109112,0.00343204,0.0259479,0.0061091,-0.0208654,-0.00353885,0.0210975,0.0425951,0.04024,0.0126586,-0.0266963,-0.00489227,0.00594561,-0.0192629,-0.0210429,-0.00976989,0.0063211,-0.0130189,0.00245627,0.00720906,0.0340298,-0.000920484,-0.00703426,-0.0242654,-0.00366163,-0.000231724,0.037368,0.0461458,0.0125166,0.031947,-0.0242316,-0.0261707,-0.0401736,-0.0205491,0.0087668,0.0156821,-0.00693303,0.00635517,0.0280811,0.0048771,-0.00611438,-0.0273986,0.00270882,0.000849662,0.0235596,-0.011893,0.0188929,-0.0400617,0.00935078,-0.0215419,-0.00986138,0.0052769,-0.0224889,0.000144437,-0.00298718,0
